Nome,Preço,Marca,Categoria,Preço_02-05-2025,Preço_10-04-2025,Preço_13-04-2025,Preço_24-04-2025,Preço_30-04-2025
Achocolatado Em Pó Uni Sabor 700g,"R$ 10,99",Uni Sabor,Bebidas matinais,"R$ 10,99","R$ 10,99","R$ 10,99","R$ 10,99","R$ 10,99"
Achocolatado Gold Diet 200g,"R$ 23,99",Gold,Bebidas matinais,"R$ 23,99","R$ 23,99","R$ 23,99","R$ 23,99","R$ 23,99"
Achocolatado Instantâneo Italac 700g,"R$ 10,99",Italac,Bebidas matinais,"R$ 10,99","R$ 10,99","R$ 10,99","R$ 11,99","R$ 10,99"
"Achocolatado Italac Instantâneo 1,01kg","R$ 13,99",Italac,Bebidas matinais,"R$ 13,99","R$ 13,99","R$ 13,99","R$ 11,79","R$ 13,99"
Achocolatado Italac Instantâneo 200g,"R$ 3,89",Italac,Bebidas matinais,"R$ 3,89","R$ 3,89","R$ 3,89","R$ 3,89","R$ 3,89"
Achocolatado Italac Instantâneo 400g,"R$ 7,99",Italac,Bebidas matinais,"R$ 7,99","R$ 7,99","R$ 7,99","R$ 7,99","R$ 7,99"
Achocolatado Italac Instantâneo Light 210g,"R$ 13,99",Italac,Bebidas matinais,"R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99"
Achocolatado Linea Zero Açúcar 180g,,Linea,Bebidas matinais,,0,0,,
Achocolatado Líquido Danette 200ml,,Danette,Bebidas matinais,,0,0,,
Achocolatado Líquido Mocoquinha 200ml,"R$ 0,99",Mococa,Bebidas matinais,"R$ 0,99","R$ 1,45","R$ 1,45","R$ 1,55","R$ 0,99"
Achocolatado Nescau Fator Crescer 350g,"R$ 9,99",Nescau,Bebidas matinais,"R$ 9,99","R$ 11,99","R$ 11,99","R$ 8,39","R$ 9,99"
Achocolatado Ovomaltine Flocos Crocantes 190g,"R$ 15,99",Ovomaltine,Bebidas matinais,"R$ 15,99","R$ 15,99","R$ 15,99","R$ 15,99","R$ 15,99"
Achocolatado Ovomaltine Flocos Crocantes 600g,"R$ 43,99",Ovomaltine,Bebidas matinais,"R$ 43,99","R$ 43,99","R$ 43,99","R$ 43,99","R$ 43,99"
Achocolatado Toddy Original 370g,"R$ 11,99",Toddy,Bebidas matinais,"R$ 11,99","R$ 11,99","R$ 11,99","R$ 11,99","R$ 11,99"
Achocolatado Toddy Original 480g,"R$ 13,99",Toddy,Bebidas matinais,"R$ 13,99","R$ 13,29","R$ 12,49","R$ 13,99","R$ 13,99"
Achocolatado Toddy Original 700g,"R$ 18,99",Toddy,Bebidas matinais,"R$ 18,99","R$ 18,49","R$ 16,99","R$ 18,99","R$ 18,99"
Achocolatado Toddy Original 750g,"R$ 22,89",Toddy,Bebidas matinais,"R$ 22,89","R$ 20,99","R$ 20,99","R$ 18,99","R$ 22,89"
Acuçareiro Paramount Luxxor Com Colher 400ml,"R$ 14,99",Paramount,Cozinha,"R$ 14,99","R$ 14,99","R$ 14,99","R$ 14,99","R$ 14,99"
Acém Bovino 1953 Friboi Congelado KG,,Friboi,Bovina,,0,0,,
Acém Bovino Friboi Porcionado Sem Osso KG,"R$ 28,99",Friboi,Bovina,"R$ 28,99","R$ 32,99","R$ 32,99","R$ 29,99","R$ 28,99"
Acém Bovino Resfriado KG,"R$ 39,99",Leve Mais,Bovina,"R$ 39,99","R$ 33,99","R$ 38,99","R$ 39,99","R$ 39,99"
Acém Moído Dianteiro Resfriado 500g,"R$ 21,99",Leve Mais,Bovina,"R$ 21,99","R$ 21,99","R$ 21,99","R$ 21,99","R$ 21,99"
Adesivo Epoxi Scotch 3M Transparente 20g Com 2 Unidades,"R$ 39,99",3m,Papelaria,"R$ 39,99","R$ 39,99","R$ 39,99","R$ 39,99","R$ 39,99"
Adesivo Silicone Bond Incolor 50g,"R$ 17,99",Lamar,Material Elétrico,"R$ 17,99","R$ 17,99","R$ 17,99","R$ 17,99","R$ 17,99"
Aditivo de Radiador Proauto 1l,"R$ 16,49",Proauto,Produtos Automotivos,"R$ 16,49","R$ 9,99","R$ 9,99","R$ 16,49","R$ 16,49"
Adoçante Em Pó Adocyl Uso Culinário 150g,"R$ 19,49",Adocyl,Alimentos Básicos,"R$ 19,49","R$ 17,99","R$ 17,99","R$ 17,99","R$ 19,49"
Adoçante Em Pó Finn Stevia 30g Com 50 Unidades,,Finn,Alimentos Básicos,,"R$ 13,99","R$ 13,99","R$ 13,99",
Adoçante Em Pó Finn Sucralose 30g Com 50 Unidades,"R$ 10,99",Finn,Alimentos Básicos,"R$ 10,99","R$ 10,99","R$ 10,99","R$ 10,99","R$ 10,99"
Adoçante Em Pó Linea Stevia 30g,"R$ 15,99",Linea,Alimentos Básicos,"R$ 15,99","R$ 15,99","R$ 15,99","R$ 15,99","R$ 15,99"
Adoçante Em Pó Linea Sucralose Com 50 Unidades,"R$ 14,79",Linea,Alimentos Básicos,,"R$ 14,79","R$ 14,79","R$ 14,79","R$ 14,79"
Adoçante Em Pó Linea Xylitol 300g,"R$ 56,90",Linea,Alimentos Básicos,"R$ 56,90","R$ 56,90","R$ 56,90","R$ 56,90","R$ 56,90"
Adoçante Em Pó Lowçucar Forno e Fogão 95g,"R$ 18,99",Lowçucar,Alimentos Básicos,"R$ 18,99","R$ 18,99","R$ 18,99","R$ 21,99","R$ 18,99"
Adoçante Em Pó Lowçucar Stevia Plus Com 50 Unidades,"R$ 12,99",Lowçucar,Alimentos Básicos,"R$ 12,99","R$ 15,99","R$ 15,99","R$ 17,99","R$ 12,99"
Adoçante Em Pó Lowçucar Xylitol 300g,"R$ 62,99",Lowçucar,Alimentos Básicos,"R$ 62,99","R$ 61,99","R$ 61,99","R$ 69,90","R$ 62,99"
Adoçante Em Pó Tal e Qual Forno & Fogão 120g,"R$ 27,99",Tal E Qual,Alimentos Básicos,"R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99"
Adoçante Em Pó Truvia 1g Com 40 Unidades,"R$ 15,99",Truvia,Alimentos Básicos,"R$ 15,99","R$ 15,99","R$ 15,99","R$ 15,99","R$ 15,99"
Adoçante Em Pó Truvia 250g,,Truvia,Alimentos Básicos,,0,0,,
Adoçante Em Pó União Fit 500g,"R$ 6,49",Uniao,Alimentos Básicos,"R$ 6,49","R$ 6,49","R$ 6,49","R$ 6,49","R$ 6,49"
Adoçante Em Pó Xilitol Finn Natural 250g,"R$ 43,99",Finn,Alimentos Básicos,"R$ 43,99","R$ 43,99","R$ 43,99","R$ 43,99","R$ 43,99"
Adoçante Em Pó Zero Cal Sucralose 30g Com 50 Unidades,"R$ 11,99",Zero-Cal,Alimentos Básicos,"R$ 11,99","R$ 11,39","R$ 11,39","R$ 11,39","R$ 11,99"
Adoçante Líquido Adocyl Sacarina 100ml,"R$ 4,79",Adocyl,Alimentos Básicos,,"R$ 4,59","R$ 4,59","R$ 4,59","R$ 4,79"
Adoçante Líquido Adocyl Sacarina E Ciclamato 200ml,"R$ 8,99",Adocyl,Alimentos Básicos,"R$ 8,99","R$ 8,49","R$ 8,49","R$ 8,49","R$ 8,99"
Adoçante Líquido Adocyl Stevia 80ml,"R$ 8,99",Adocyl,Alimentos Básicos,"R$ 8,99","R$ 8,75","R$ 8,75","R$ 8,75","R$ 8,99"
Adoçante Líquido Adocyl Sucralose 80ml,"R$ 8,99",Adocyl,Alimentos Básicos,"R$ 8,99","R$ 8,99","R$ 8,99","R$ 8,99","R$ 8,99"
Adoçante Líquido Assugrin 100ml,"R$ 6,39",Sem Marca Fixa,Alimentos Básicos,"R$ 6,39","R$ 6,39","R$ 6,39","R$ 6,39","R$ 6,39"
Adoçante Líquido Gold Stevia 65ml,"R$ 13,99",Gold,Alimentos Básicos,"R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99"
Adoçante Líquido Linea Stevia 25ml,"R$ 8,99",Linea,Alimentos Básicos,"R$ 8,99","R$ 8,99","R$ 8,99","R$ 8,99","R$ 8,99"
Adoçante Líquido Linea Stevia 60ml,"R$ 17,99",Linea,Alimentos Básicos,,"R$ 17,99","R$ 17,99","R$ 17,99","R$ 17,99"
Adoçante Líquido Linea Sucralose 25ml,"R$ 9,89",Linea,Alimentos Básicos,"R$ 9,89","R$ 9,89","R$ 9,89","R$ 9,89","R$ 9,89"
Adoçante Líquido Linea Sucralose 75ml,"R$ 18,99",Linea,Alimentos Básicos,"R$ 18,99","R$ 18,99","R$ 18,99","R$ 18,99","R$ 18,99"
Adoçante Líquido Linea Sucralose 75ml Com 2 Unidades,"R$ 28,49",Linea,Alimentos Básicos,"R$ 28,49","R$ 28,49","R$ 28,49","R$ 28,49","R$ 28,49"
Adoçante Líquido Linea Xilitol e Sucralose 60ml,"R$ 25,99",Linea,Alimentos Básicos,"R$ 25,99","R$ 25,99","R$ 25,99","R$ 25,99","R$ 25,99"
Adoçante Líquido Lowçucar Stevia Plus 80ml,"R$ 17,99",Lowçucar,Alimentos Básicos,,"R$ 18,99","R$ 18,99","R$ 20,99","R$ 17,99"
Adoçante Líquido Magro Stevia 80ml,"R$ 10,99",Magro,Alimentos Básicos,,"R$ 8,99","R$ 8,99","R$ 10,99","R$ 10,99"
Adoçante Líquido Truvia 60ml,"R$ 18,99",Truvia,Alimentos Básicos,"R$ 18,99","R$ 18,99","R$ 18,99","R$ 18,99","R$ 18,99"
Adoçante Líquido União Sucralose 65ml,"R$ 12,89",Uniao,Alimentos Básicos,"R$ 12,89","R$ 11,99","R$ 11,99","R$ 12,89","R$ 12,89"
Adoçante Líquido Zero Cal Eritritol 65ml,"R$ 17,99",Zero-Cal,Alimentos Básicos,"R$ 17,99","R$ 17,99","R$ 17,99","R$ 17,99","R$ 17,99"
Adoçante Líquido Zero-Cal Sacarina 100ml,"R$ 8,39",Zero-Cal,Alimentos Básicos,"R$ 8,39","R$ 8,39","R$ 8,39","R$ 8,39","R$ 8,39"
Adoçante Líquido Zero-Cal Sacarina 200ml,"R$ 14,89",Zero-Cal,Alimentos Básicos,,"R$ 13,79","R$ 13,79","R$ 13,79","R$ 14,89"
Adoçante Líquido Zero-Cal Stevia 80ml,"R$ 14,99",Zero-Cal,Alimentos Básicos,"R$ 14,99","R$ 14,99","R$ 14,99","R$ 14,99","R$ 14,99"
Adoçante Líquido Zero-Cal Sucralose 100ml,"R$ 14,99",Zero-Cal,Alimentos Básicos,"R$ 14,99","R$ 14,99","R$ 14,99","R$ 14,99","R$ 14,99"
Adoçante Zero-Cal Eritritol 250g,"R$ 38,99",Zero-Cal,Alimentos Básicos,"R$ 38,99","R$ 38,99","R$ 38,99","R$ 38,99","R$ 38,99"
Adubo Orgânico Bosta Em Lata Rósa Deserto 500g,,Bosta Em Lata,Jardinagem,,0,0,,
Adubo Orgânico Bosta Em Lata Suculentas e Cactos 400g,,Bosta Em Lata,Jardinagem,,0,0,,
Adubo Orgânico Bosta em Lata Plantinhas Hortaliças 500g,,Bosta Em Lata,Jardinagem,,0,0,,
Afiador de Facas Diamantado Gourmet Mix,"R$ 69,90",Gourmet Mix,Utensílios Para Churrasco,"R$ 69,90","R$ 69,90","R$ 69,90","R$ 69,90","R$ 69,90"
Agenda Escolar Foroni Escolar Mais 2024 Com 160 Folhas,"R$ 19,99",Foroni,Papelaria,"R$ 19,99","R$ 19,99","R$ 19,99","R$ 19,99","R$ 19,99"
Agenda Foroni Cliff 2024 Com 176 Folhas,"R$ 19,99",Foroni,Papelaria,"R$ 19,99","R$ 9,99","R$ 9,99","R$ 9,99","R$ 19,99"
Agenda Foroni Planner Diz Aí Com Amor 80 Folhas,"R$ 41,99",Foroni,Papelaria,"R$ 41,99","R$ 41,99","R$ 41,99","R$ 41,99","R$ 41,99"
Agrião Campo Alegre Unidade,"R$ 6,79",Campo Alegre,Verduras,"R$ 6,79","R$ 6,79","R$ 6,79","R$ 6,79","R$ 6,79"
Agrião Natural Salads Higienizado 100g,"R$ 8,99",Natural Salads,Verduras,"R$ 8,99","R$ 8,99","R$ 8,99","R$ 8,99","R$ 8,99"
Agua Tônica Petra 350ml,"R$ 2,89",Petra,"Água, Energéticos e Chás","R$ 2,89","R$ 2,99","R$ 2,99","R$ 3,09","R$ 2,89"
Aguardente 51 Adoçada 350ml,"R$ 4,59",51,Bebidas Destiladas,"R$ 4,59","R$ 4,59","R$ 4,59","R$ 4,59","R$ 4,59"
Aguardente Espírito de Minas 750ml,"R$ 99,90",Espirito Minas,Bebidas Destiladas,"R$ 99,90","R$ 99,90","R$ 99,90","R$ 99,90","R$ 99,90"
Aguardente Villa Velha 965ml,"R$ 17,99",Vila Velha,Bebidas Destiladas,"R$ 17,99","R$ 18,59","R$ 18,59","R$ 17,99","R$ 17,99"
Aguardente Ypióca Brasileira Ouro 965ml,"R$ 31,99",Ypioca,Bebidas Destiladas,"R$ 31,99","R$ 31,99","R$ 31,99","R$ 31,99","R$ 31,99"
Aguardente Ypióca Empalhada Ouro Brasilizar Palha 965ml,"R$ 61,90",Ypioca,Bebidas Destiladas,"R$ 61,90","R$ 61,90","R$ 61,90","R$ 61,90","R$ 61,90"
Agulha Para Fogão,"R$ 1,99",Lamar,Material Elétrico,"R$ 1,99","R$ 1,99","R$ 1,99","R$ 1,99","R$ 1,99"
Agulheiro Cesta,"R$ 4,09",Lamar,Material Elétrico,"R$ 4,09","R$ 4,09","R$ 4,09","R$ 4,09","R$ 4,09"
Ajinomoto Floppy 36g,"R$ 5,19",Aji-No-Moto,Temperos E Condimentos,"R$ 5,19","R$ 5,19","R$ 5,19","R$ 5,19","R$ 5,19"
Ajinomoto Refil 100g,"R$ 8,99",Aji-No-Moto,Temperos E Condimentos,"R$ 8,99","R$ 8,99","R$ 8,99","R$ 8,99","R$ 8,99"
Ajinomoto Vidro 100g,"R$ 12,99",Aji-No-Moto,Temperos E Condimentos,"R$ 12,99","R$ 12,99","R$ 12,99","R$ 12,99","R$ 12,99"
Alcachofra Em Conserva La Pastina 145g,"R$ 38,99",La Pastina,Conservas E Enlatados,"R$ 38,99",,,"R$ 38,99","R$ 38,99"
Alcaparra Em Conserva Leve Mais 150g,"R$ 13,99",Leve Mais,Conservas E Enlatados,"R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99"
Alcaparras Em Conserva Diza 60g,"R$ 13,99",Diza,Conservas E Enlatados,"R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99"
Alcaparras Em Conserva La Pastina 60g,"R$ 16,99",La Pastina,Conservas E Enlatados,"R$ 16,99","R$ 17,59","R$ 17,59","R$ 17,59","R$ 16,99"
Alcaparras Vale Fértil 60g,"R$ 13,99",Vale Fertil,Conservas E Enlatados,"R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99"
Alcatra Bovina Resfriada KG,"R$ 59,99",Leve Mais,Bovina,"R$ 59,99","R$ 39,99","R$ 59,99","R$ 59,99","R$ 59,99"
Alecrim Angélica By Chef 20g,"R$ 6,49",Angélica,Temperos E Condimentos,"R$ 6,49","R$ 6,49","R$ 6,49","R$ 6,49","R$ 6,49"
Alecrim Desidratado Multi Gosto 17g,"R$ 3,89",Multi Gosto,Temperos E Condimentos,,"R$ 3,89","R$ 3,89","R$ 3,89","R$ 3,89"
Alface Americana Campo Alegre Unidade,"R$ 6,79",Campo Alegre,Verduras,"R$ 6,79","R$ 6,79","R$ 6,79","R$ 6,79","R$ 6,79"
Alface Americana Lovatti Unidade,"R$ 5,99",Lovatti,Verduras,"R$ 5,99","R$ 5,99","R$ 5,99","R$ 5,99","R$ 5,99"
Alface Americana Mendonça Unidade,,Mendonca,Verduras,,0,0,,
Alface Crespa Caisp Orgânica Unidade,,Caisp,Verduras,,0,0,,
Alface Crespa Campo Alegre Hidropônico Unidade,"R$ 3,99",Campo Alegre,Verduras,"R$ 5,99","R$ 5,99","R$ 5,99","R$ 3,99","R$ 3,99"
Alface Crespa Campo Alegre Unidade,"R$ 3,99",Campo Alegre,Verduras,"R$ 5,99","R$ 5,99","R$ 5,99","R$ 3,99","R$ 3,99"
Alface Crespa Lovatti Unidade,"R$ 3,99",Lovatti,Verduras,"R$ 2,99","R$ 4,99","R$ 4,99","R$ 3,99","R$ 3,99"
Alface Crespa Mendonça Unidade,"R$ 3,99",Mendonca,Verduras,"R$ 5,49","R$ 5,49","R$ 5,49","R$ 3,99","R$ 3,99"
Alface Lisa Natural Salads Higienizada 150g,"R$ 8,99",Natural Salads,Verduras,"R$ 8,99","R$ 8,99","R$ 8,99","R$ 8,99","R$ 8,99"
Alface Mimosa Mendonça Unidade,"R$ 5,49",Mendonca,Verduras,"R$ 5,49","R$ 5,49",0,,
Alfajor Branco Seu Divino Com Creme de Chocolate 40g,"R$ 11,99",Seu Divino,Bomboniere,"R$ 11,99","R$ 11,99","R$ 11,99","R$ 11,99","R$ 11,99"
Alfajor Branco Seu Divino Com Recheio de Chocolate 80g,"R$ 23,99",Seu Divino,Bomboniere,"R$ 23,99","R$ 24,79","R$ 24,79","R$ 24,79","R$ 23,99"
Alfajor Seu Divino Com Recheio de Chocolate 80g,"R$ 23,99",Seu Divino,Bomboniere,"R$ 23,99","R$ 24,79","R$ 24,79","R$ 24,79","R$ 23,99"
Alfajor Seu Divino Recheio de Chocolate 40g,"R$ 11,99",Seu Divino,Bomboniere,"R$ 11,99","R$ 11,99","R$ 11,99","R$ 11,99","R$ 11,99"
Alga Marinha Kenko Yaki Nori Sushi 27g,,Kenko,Verduras,,0,0,,
Algodão Bola Uni Care 50g,"R$ 4,99",Uni Care,Higiene,"R$ 4,99","R$ 5,99","R$ 5,99","R$ 4,99","R$ 4,99"
Algodão Bola Uni Care 95g,"R$ 8,99",Uni Care,Higiene,"R$ 8,99","R$ 10,99","R$ 10,99","R$ 8,99","R$ 8,99"
Algodão Disco Ricca Com 70 Unidades,"R$ 14,99",Ricca,Higiene,"R$ 14,99","R$ 14,99","R$ 14,99","R$ 14,99","R$ 14,99"
Algodão Disco Topz 37g,"R$ 15,49",Topz,Higiene,"R$ 15,49","R$ 15,49","R$ 15,49","R$ 15,49","R$ 15,49"
Algodão Disco Uni Care Com 50 Unidades,"R$ 5,99",Uni Care,Higiene,"R$ 5,99","R$ 7,99","R$ 7,99","R$ 5,99","R$ 5,99"
Algodão Em Disco Uni Care 56g,"R$ 9,99",Uni Care,Higiene,"R$ 9,99","R$ 12,99","R$ 12,99","R$ 9,99","R$ 9,99"
Algodão Quadrado Uni Baby 100 Unidades,"R$ 32,90",Uni Baby,Higiene,"R$ 32,90","R$ 32,38","R$ 32,38","R$ 32,90","R$ 32,90"
Algodão Quadrado Uni Baby 50 Unidades,"R$ 14,90",Uni Baby,Higiene,"R$ 14,90","R$ 18,49","R$ 18,49","R$ 14,90","R$ 14,90"
Algodão Quadrado Uni Care Fileira Dupla 150 Unidades,"R$ 15,99",Uni Care,Higiene,"R$ 15,99","R$ 19,99","R$ 19,99","R$ 15,99","R$ 15,99"
Algodão Topz Hidrófilo 25g,"R$ 5,99",Cremer,Mãos e Pés,"R$ 5,99","R$ 5,99","R$ 5,99","R$ 5,99","R$ 5,99"
Algodão Topz Multiuso 25g,"R$ 5,29",Topz,Higiene,"R$ 5,29","R$ 5,29","R$ 5,29","R$ 5,29","R$ 5,29"
Alho 100g,"R$ 2,99",Pague Menos,Legumes,"R$ 3,99","R$ 3,99","R$ 2,99","R$ 3,99","R$ 2,99"
Alho Aperitivo Leve Mais Temperado 100g,"R$ 7,59",Leve Mais,Legumes,"R$ 7,59","R$ 7,59","R$ 7,59","R$ 7,59","R$ 7,59"
Alho Descascado Zamuner 500g,"R$ 24,99",Zamuner,Legumes,"R$ 24,99","R$ 22,99","R$ 19,99","R$ 24,99","R$ 24,99"
Alho Em Pasta Horta Temperos 150g,"R$ 9,99",Horta Temperos,Legumes,"R$ 9,99","R$ 9,99","R$ 7,99","R$ 9,99","R$ 9,99"
Alho Em Pó Br Spices 50g,"R$ 14,99",Br Spices,Temperos E Condimentos,"R$ 14,99","R$ 17,99","R$ 17,99","R$ 17,99","R$ 14,99"
Alho Em Pó Multi Gosto 25g,"R$ 6,09",Multi Gosto,Temperos E Condimentos,,"R$ 6,09","R$ 6,09","R$ 6,09","R$ 6,09"
Alho Frito Angélica By Chef 40g,"R$ 5,49",Angélica,Temperos E Condimentos,"R$ 5,49","R$ 5,49","R$ 5,49","R$ 5,49","R$ 5,49"
Alho Frito Uni Sabor 90g,"R$ 10,59",Uni Sabor,Temperos E Condimentos,"R$ 10,59","R$ 10,59","R$ 10,59","R$ 10,59","R$ 10,59"
Alho Leve Mais 200g,"R$ 13,99",Leve Mais,Legumes,"R$ 13,99","R$ 12,99","R$ 12,99","R$ 13,99","R$ 13,99"
Alho Leve Mais 500g,"R$ 29,99",Leve Mais,Legumes,"R$ 29,99","R$ 29,99","R$ 29,99","R$ 29,99","R$ 29,99"
Alho Picado Congelado D'Aucy 300g,"R$ 12,99",D'Aucy,Legumes Congelados,"R$ 12,99","R$ 12,99","R$ 12,99","R$ 12,99","R$ 12,99"
Alho Picado Uni Sabor Sem Sal 1kg,"R$ 36,99",Uni Sabor,Legumes,"R$ 36,99","R$ 36,99","R$ 36,99","R$ 36,99","R$ 36,99"
Alho Roxo Especial Trebeschi 200g,"R$ 12,99",Trebeschi,Legumes,"R$ 12,99","R$ 11,99","R$ 11,99","R$ 12,99","R$ 12,99"
Alho Roxo Especial Trebeschi 300g,"R$ 14,99",Trebeschi,Legumes,"R$ 14,99","R$ 11,99","R$ 11,99","R$ 14,99","R$ 14,99"
Alho Triturado Tudo + Gostoso 200g,"R$ 4,99",Tudo Mais Gostoso,Legumes,"R$ 4,99","R$ 4,99","R$ 4,99","R$ 4,99","R$ 4,99"
Alho Triturado Tudo + Gostoso 400g,"R$ 9,99",Tudo Mais Gostoso,Legumes,"R$ 9,99","R$ 9,99","R$ 9,99","R$ 9,99","R$ 9,99"
Alho Triturado Uni Sabor Sem Sal 1kg,"R$ 20,79",Uni Sabor,Legumes,"R$ 20,79","R$ 20,79","R$ 20,79","R$ 20,79","R$ 20,79"
Alho Triturado Uni Sabor Sem Sal 200g,"R$ 5,99",Uni Sabor,Legumes,"R$ 5,99","R$ 5,99","R$ 5,99","R$ 5,99","R$ 5,99"
Alho-Poró Campo Alegre Unidade,,Campo Alegre,Verduras,,0,0,,
Alho-Poró Unidade,"R$ 6,99",Pague Menos,Verduras,"R$ 6,99","R$ 6,99","R$ 6,99","R$ 6,99","R$ 6,99"
Alicate Para Cutícula Merheje Teens + Espátula Mix,"R$ 14,99",Merheje Teens,Mãos e Pés,"R$ 14,99","R$ 16,99","R$ 16,99","R$ 16,99","R$ 14,99"
Alicate Unha Enox Compacto,"R$ 39,99",Enox,Mãos e Pés,"R$ 39,99","R$ 39,99","R$ 39,99","R$ 39,99","R$ 39,99"
Alicate de Cutícula Enox Compacto,"R$ 22,99",Enox,Mãos e Pés,"R$ 22,99","R$ 22,99","R$ 22,99","R$ 22,99","R$ 22,99"
Alicate de Cutícula Merheje + Cortador de Unha,"R$ 22,99",Merheje Touch,Mãos e Pés,"R$ 22,99","R$ 22,99","R$ 22,99","R$ 22,99","R$ 22,99"
Alicate de Cutícula Merheje + Espátula Estampado,"R$ 14,99",Merheje,Mãos e Pés,"R$ 14,99","R$ 16,99","R$ 16,99","R$ 16,99","R$ 14,99"
Alicate de Cutículas Merheje Cabo Estampado Com Espátula,"R$ 14,99",Basic,Mãos e Pés,"R$ 14,99","R$ 16,99","R$ 16,99","R$ 16,99","R$ 14,99"
Alicate de Cutículas Merheje Professional Club,"R$ 34,90",Merheje,Mãos e Pés,"R$ 34,90","R$ 36,99","R$ 36,99","R$ 36,99","R$ 34,90"
Alicate de Cutículas Merleje,"R$ 15,49",Merleje,Mãos e Pés,"R$ 15,49","R$ 15,49","R$ 15,49","R$ 15,49","R$ 15,49"
Alimento Em Pó Soy+ Morango Sem Lactose 300g,"R$ 24,99",Supra Soy,Alimentação Infantil,"R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99"
Alimento Em Pó Soy+ Original Sem Lactose 300g,"R$ 24,99",Supra Soy,Alimentação Infantil,"R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99"
Alimento Em Pó Supra Soy Iogurte Sem Lactose 300g,"R$ 34,99",Soy,Leite,"R$ 34,99","R$ 34,99","R$ 34,99","R$ 34,99","R$ 34,99"
Almôndega Bovina Seara 500g,"R$ 28,99",Seara,Pratos Prontos,"R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99"
Almôndega Brasa Tradicional 500g,"R$ 13,99",Brasa Burguer,Pratos Prontos,"R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99"
Almôndega Vegetal Fazenda Futuro 275g,"R$ 25,99",Fazenda Futuro,Pratos Prontos,"R$ 25,99","R$ 25,99","R$ 25,99","R$ 25,99","R$ 25,99"
Almôndega Vegetal Incrível 256g,,Incrivel,Pratos Prontos,,0,0,,
Almôndega Vegetal Plantplus Foods 250g Com 10 Unidades,,Plantplus Foods,Pratos Prontos,,0,0,,
Almôndegas de Carne Sadia 500g,"R$ 27,89",Sadia,Pratos Prontos,"R$ 27,89","R$ 27,89","R$ 27,89","R$ 27,89","R$ 27,89"
Alvejante Barbarex Sem Cloro Roupas Brancas 2l,"R$ 10,99",Barbarex,Roupas,"R$ 10,99","R$ 8,78","R$ 8,78","R$ 10,99","R$ 10,99"
Alvejante Candura Lavanda Com Cloro 1l,"R$ 3,59",Candura,Roupas,"R$ 3,59","R$ 3,99","R$ 3,99","R$ 3,99","R$ 3,59"
Alvejante Candura Sem Cloro Cores 2l,"R$ 11,99",Candura,Roupas,"R$ 11,99","R$ 8,99","R$ 8,99","R$ 11,99","R$ 11,99"
Alvejante Cloro Líquido Barbarex 1l,"R$ 5,79",Barbarex,Roupas,"R$ 5,79","R$ 4,48","R$ 4,48","R$ 5,79","R$ 5,79"
Alvejante Vinagreen Natural 1l,"R$ 11,98",Vinagreen,Roupas,"R$ 11,98","R$ 11,99","R$ 11,99","R$ 11,98","R$ 11,98"
Alvejante Ypê Flores da Primavera 1l,"R$ 6,19",Ypê,Roupas,"R$ 6,19","R$ 6,19","R$ 6,19","R$ 6,19","R$ 6,19"
Alvejante Ypê Flores da Primavera 2l,"R$ 11,59",Ypê,Roupas,"R$ 11,59","R$ 10,99","R$ 10,99","R$ 11,59","R$ 11,59"
Amaciante Baby Soft Infinity Care Dark Blue 3l,,Baby Soft,Roupas,,0,0,,
Amaciante Baby Soft Toque Envolvente 2l,"R$ 10,49",Baby Soft,Roupas,"R$ 10,49","R$ 9,69","R$ 9,69","R$ 10,49","R$ 10,49"
Amaciante Baby Soft Toque Sedutor 2l,"R$ 10,49",Baby Soft,Roupas,"R$ 10,49","R$ 9,69","R$ 9,69","R$ 10,49","R$ 10,49"
Amaciante Baby Soft Toque Sedutor 5l,"R$ 25,79",Baby Soft,Roupas,"R$ 25,79","R$ 24,99","R$ 24,99","R$ 25,79","R$ 25,79"
Amaciante Baby Soft Toque de Carinho 2l,"R$ 10,49",Baby Soft,Roupas,"R$ 10,49","R$ 9,69","R$ 9,69","R$ 10,49","R$ 10,49"
Amaciante Baby Soft Toque de Carinho 5l,"R$ 25,79",Baby Soft,Roupas,"R$ 25,79","R$ 24,99","R$ 24,99","R$ 25,79","R$ 25,79"
"Amaciante Baby Soft Toque de Carinho Leve 2l Pague 1,8l","R$ 9,39",Baby Soft,Roupas,"R$ 9,39","R$ 8,69","R$ 8,69","R$ 9,39","R$ 9,39"
"Amaciante Baby Soft Toque de Carinho Leve 5l Pague 4,5l","R$ 22,99",Baby Soft,Roupas,"R$ 22,99","R$ 22,49","R$ 22,49","R$ 22,99","R$ 22,99"
