Nome,Preço,Categoria,Data
Ovos De Codorna Mantiqueira C/ 30 Unid.,"R$ 8,99","São Vicente
Hortifruti
Ovos",2025/04/30 11:07
Ovos Mantiqueira Branco Happy Eggs C/ 20 Unid.,"R$ 24,90","São Vicente
Hortifruti
Ovos",2025/04/30 11:07
Ovos Brambilla Grande Vermelho Polpa C/ 12 Unid.,"R$ 11,98","São Vicente
Hortifruti
Ovos",2025/04/30 11:07
Ovos Brambilla Grande Branco Embalagem De Pvc C/ 06 Unid.,"R$ 6,29","São Vicente
Hortifruti
Ovos",2025/04/30 11:07
Ovo Neturegg Jumbo Turma Da Monica Vermelho - 10 Unidades,"R$ 16,98","São Vicente
Hortifruti
Ovos",2025/04/30 11:07
Ovo Neturegg Grande Turma Da Monica Vermelho - 10 Unidades,"R$ 15,98","São Vicente
Hortifruti
Ovos",2025/04/30 11:07
Alho Kg,"R$ 39,90","São Vicente
Hortifruti
Temperos Frescos",2025/04/30 11:07
Alho Kidelicia 200g,"R$ 14,99","São Vicente
Hortifruti
Temperos Frescos",2025/04/30 11:07
Alho Kidelicia 500g,"R$ 32,90","São Vicente
Hortifruti
Temperos Frescos",2025/04/30 11:07
Orégano Kitano 3g,"R$ 3,29","São Vicente
Hortifruti
Temperos Frescos",2025/04/30 11:07
Alho Bandeja,"R$ 40,90","São Vicente
Hortifruti
Temperos Frescos",2025/04/30 11:07
Alho Caixa 10kg,"R$ 369,00","São Vicente
Hortifruti
Temperos Frescos",2025/04/30 11:07
Mix Tempero Toque Apimentado Horta Tempero Fresco Em Pasta 150g,"R$ 10,90","São Vicente
Hortifruti
Temperos Frescos",2025/04/30 11:07
Linguiça Toscana Especiarias Swift 500g,,"São Vicente
Carnes, Aves E Peixes
Acougue Swift
Linguicas Swift",2025/04/30 11:07
Linguiça Defumada Fininha Swift 215g,,"São Vicente
Carnes, Aves E Peixes
Acougue Swift
Linguicas Swift",2025/04/30 11:07
Mix De Cogumelos Swift 300g,,"São Vicente
Carnes, Aves E Peixes
Acougue Swift
Vegetais Congelados Swift",2025/04/30 11:07
Filé De Peito De Frango Congelado Pacote Kg,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito De Frango Resfriado Kg,"R$ 25,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Tilápia Sadia Pescados Iqf Congelado Sem Pele 400g,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Peito De Frango Com Pele E Osso Bandeja Kg,"R$ 18,99","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito De Frango Perdigão Iqf 1kg,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxinha Da Asa Resfriada A Granel Kg,"R$ 17,15","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito De Frango Bife Bandeja Kg,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxa Com Sobrecoxa De Frango Resfriado Bandeja Kg,"R$ 13,99","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filezinho Sassami Copacol Congelado 1kg,"R$ 26,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filezinho De Frango Sassami Seara Iqf 1kg,"R$ 27,00","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Sobrecoxa De Frango Resfriada A Granel Kg,"R$ 16,79","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Asa De Frango Resfriada Bandeja Kg,"R$ 18,19","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Frango Inteiro Resfriado A Granel Kg,"R$ 9,99","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filezinho Empanado Crocante Seara 400g,"R$ 17,99","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito Congelado Sadia 1kg,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Tulipa A Granel Kg,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Peito De Frango Sadia Temperado Desfiado Cozido Congelado 400g,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxa E Sobrecoxa Congelada Pacote Kg,"R$ 14,98","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito De Frango Sadia Temperado Iqf Congelado 1kg,"R$ 32,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Frango De Padaria A Passarinho Temperado Seara Iqf 1kg,"R$ 16,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxa Com Sobrecoxa Frango Familiar Bandeja Kg,"R$ 13,49","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Frango À Passarinho Lar Congelado Iqf - 1kg,"R$ 18,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxinha Da Asa Seara Iqf 1kg,"R$ 21,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito Seara Iqf 1kg,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Tulipa Bandeja Kg,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxinha Da Asa Sadia Sem Tempero Congelada 1kg,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Sobrecoxa Seara Iqf 1kg,"R$ 18,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito De Frango Cubos Bandeja Kg,"R$ 31,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxa E Sobrecoxa Desossada Com Pele Copacol Congelado 1kg,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Peito De Frango Com Osso Sem Pele Kg,"R$ 22,99","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Sassami Congelado Sadia 1kg,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
"Sobrecoxa Temperada Assa Fácil Perdigão 1,2kg","R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Frango A Passarinho Seara Iqf 1kg,"R$ 19,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Figado De Frango Bandeja Kg,"R$ 9,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Coxa De Frango Com Pele Resfriado À Granel Kg,"R$ 19,99","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxa Sobrecoxa Desossada Perdigão Na Brasa Temperada Congelada 800g,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxa Com Sobrecoxa Sadia Dessossada Iqf Congelado 1kg,"R$ 27,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxa Desossada Com Pele Bandeja Kg,"R$ 19,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxa Solteira De Frango Bandeja Kg,"R$ 14,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Coxa E Sobrecoxa Seara Com Pele Iqf Congelado 1kg,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxinha Da Asa Tradicional Empanado Crocante Seara 400g,"R$ 17,99","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Sobrecoxa Sadia Congelada 1kg,"R$ 18,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Peito De Frango Com Osso Familiar Bandeja Kg,"R$ 18,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Moela De Frango Bandeja Kg,"R$ 17,99","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coração De Frango Bandeja Kg,"R$ 37,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Sassami Perdigão 1kg,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Pé De Frango Bandeja Kg,"R$ 12,59","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Frango De Padaria Seara Temperado Tradicional Congelado Kg,"R$ 19,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito Frango Strogonoff Bandeja Kg,"R$ 31,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxa Sobrecoxa A Passarinho Copacol Congelado - 800g,"R$ 19,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Sobrecoxa De Frango Temperada Sadia Fácil Congelada 800g,"R$ 17,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito De Frango Korin Boa Pedida Congelado 600g,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxa Desossada Com Pele Molho Na Mostarda Kg,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxinha Da Asa Sadia Bio Congelado 1kg,"R$ 26,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxinha Da Asa Frango Familiar Bandeja Kg,"R$ 21,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Meio Da Asa Seara Iqf 1kg,"R$ 34,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxa Sobrecoxa Dessosada Sem Pele Perdigão Congelada 1kg,"R$ 22,99","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito Sadia Bio Iqf Congelado 1kg,"R$ 36,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coração De Frango Sadia Congelado 1kg,"R$ 38,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Meio Da Asa Temperada Bandeja Kg,"R$ 32,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Sobrecoxa Sadia Bio Congelada Bandeja 1kg,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filezinho De Peito Sassami Sadia Bio Congelado Pacote 1kg,"R$ 35,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Meio Da Asa Sadia Congelada 1kg,"R$ 34,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Peito De Frango Congelado Pacote Kg,"R$ 14,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxa De Frango Sadia Congelada 1kg,"R$ 15,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Frango À Passarinho Sadia Congelado 1kg,"R$ 19,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxinha Da Asa Lar Iqf Congelada Iqf - 1kg,"R$ 19,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Sobrecoxa Sem Pele Bandeja Kg,"R$ 19,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito De Frango Bandeja Kg,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filezinho Sassami Lar Congelado Iqf - 1kg,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxinha Da Asa Bandeja Kg,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxinha Da Asa Temperada Bandeja Kg,"R$ 21,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito Sadia Na Receita Tiras Cozido Congelado 400g,"R$ 26,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxinha Da Asa Perdigão Nabrasa Mostarda 800g,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxa E Sobrecoxa Copacol Congelado 1kg,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito De Frango Copacol Moído Congelado 400g,"R$ 13,99","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxa Solteira Sobrecoxa Frango Familiar Bandeja Kg,"R$ 14,15","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Meio Da Asa Copacol Temperado Congelado 1kg,"R$ 34,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Frango Caipira Nho Bento Congelado Kg,"R$ 18,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Fígado De Frango Perdigão Congelado 1kg,"R$ 9,99","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito Em Cubos Seara Iqf 1kg,"R$ 36,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito Frango Familiar Bandeja Kg,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito Temperado Granel Kg,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Frango Inteiro Sadia Assa Fácil Tempeado Congelado Kg,"R$ 18,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Coxa Esobrecoxa Seara Chimichurri Congelado 800g,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxinha Da Asa Dagranja Iqf 1kg,"R$ 21,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxa Sem Pele Kg,"R$ 16,59","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxa Seara Iqf 1kg,"R$ 15,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxinha Da Asa Temperada Assa Fácil Perdigão Congelada 1kg,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filézinho De Peito Sassami Temperado E Congelado Sadia Iqf 1kg,"R$ 34,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito Sadia Fácil Temperado Alho/Cebola/Ervas Finas 700g,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Sobrecoxa Bandeja Kg,"R$ 18,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito Perdigão 800g,"R$ 30,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Galinha Pesada Congelada Kg,"R$ 8,99","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Sobrecoxa Perdigão Na Brasa Chimichurri 800g,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Meio Da Asa Sadia Bio Congelado Pacote 1kg,"R$ 38,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito Temperado Bandeja Kg,"R$ 31,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Peito A Passarinho Sadia Aperitivo Congelado 1kg,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito Temperado Suculentíssimo Seara Iqf 1kg,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito Dagranja Iqf 1kg,"R$ 32,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito Sadia Cubos Cozido Congelado 400g,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coração De Frango Perdigão Na Brasa Congelada 500g,"R$ 35,99","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxinha Da Asa Copacol Temperado Congelado 1kg,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Sobrecoxa Copacol Congelado 1kg,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Frango Sem Miúdos Seara Orgânico Kg,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Espeto De Carne Temperado Kg,"R$ 42,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Meio Da Asa Temperada Granel Kg,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filézinho De Peito Perdigão 800g,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
"Coxa De Frango Temperada Assa Fácil Perdigão - 1,2kg","R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filezinho Sassami Korin Boa Pedida Congelado Bandeja 600g,"R$ 27,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxinha Da Asa Korin Boa Pedida Congelada Bandeja 600g,"R$ 15,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Filé De Peito Em Tiras Seara Iqf 1kg,"R$ 36,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coração De Frango Perdigão Nabrasa 800g,"R$ 39,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Sobrecoxa Korin Boa Pedida Congelada Bandeja 600g,"R$ 14,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Sobrecoxa Temperada Seara Assa Fácil 800g,"R$ 19,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Coxinha Da Asa Copacol Congelado 800g,"R$ 22,90","São Vicente
Carnes, Aves E Peixes
Aves",2025/04/30 11:07
Peito De Peru Seara Bolinha Temperado Kg,"R$ 9,99","São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/04/30 11:07
Peito De Peru Seara Recheado Temperado Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/04/30 11:07
Peito De Frango Perdigão Chester Desfiado Temperado Congelado 400g,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/04/30 11:07
Ave Sadia Supreme Temperada Assa Fácil Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/04/30 11:07
Ave Fiesta Temperado Congelado Seara Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/04/30 11:07
Ave Chester Perdigão Assa Fácil Granel,"R$ 27,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/04/30 11:07
Ave Chester Perdigão Temperado Ao Molho Pesto Assa Fácil Granel Kg,"R$ 27,90","São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/04/30 11:07
Ave Fiesta Temperada Seara Desossada Congelado Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/04/30 11:07
Peru Sadia Temperado Com Manteiga E Ervas Congelado Granel,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/04/30 11:07
Peru Seara Temperado Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/04/30 11:07
Ave Chester Perdigão Desossado Congelado Granel Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/04/30 11:07
Peru Inteiro Temperado Perdigão Congelado Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/04/30 11:07
Peito De Peru Sadia Desossado Temperado Kg,"R$ 67,49","São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/04/30 11:07
Peru Inteiro Temperado Assa Fácil Seara Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/04/30 11:07
Ave Fiesta Seara Mediterrâneo Congelado Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/04/30 11:07
Ave Supreme Temperado Sadia Congelado Kg,,"São Vicente
Carnes, Aves E Peixes
Aves
Aves Sazonais Congelada",2025/04/30 11:07
Contra Filé Bovino Porcionado Embalado À Vácuo Kg,"R$ 49,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Músculo Bovino Bandeja Kg,"R$ 38,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Paleta Bovina Sem Osso Reserva Bandeja Kg,"R$ 34,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Paleta Bovina Miolo Reserva Kg,"R$ 34,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Patinho Bovino Moído Reserva Bandeja Kg,"R$ 54,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Fraldinha Bovina Embalada Kg,"R$ 42,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Acém Bovino Sem Osso Moída Reserva Bandeja Kg,"R$ 44,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Carne Moída Bovina Friboi Congelada Pacote 500g,"R$ 13,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Filé De Costela Bovina Noix Maturatta Kg,"R$ 57,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Carne Moída Bovina Patinho Friboi Bandeja 500g,"R$ 27,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Acém Bovino Reserva Bandeja Kg,"R$ 39,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Músculo Bovino Moído Bandeja Kg,"R$ 43,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Contra Filé Bovino Maturatta Kg,"R$ 64,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Coxão Mole Bovino Reserva Bandeja Kg,"R$ 49,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Contra Filé Bovino Bife Granel,"R$ 59,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Costela Janela Bovina Bandeja Kg,"R$ 28,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Miolo De Alcatra Bovina Reserva Bife Bandeja Kg,"R$ 64,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Picanha Bassi Kg,"R$ 139,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Bife Ancho Bovino Bassi Kg,"R$ 64,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Cordão De Filé Mignon Embalado Kg,"R$ 39,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Fígado Bovino Bandeja Kg,"R$ 16,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Picanha Bovina Maturatta Kg,"R$ 99,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Coxão Mole Bovino Bife Reserva Bandeja Kg,"R$ 54,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Costela Minga Bovina Bandeja Kg,"R$ 27,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Filé Mignon Bife Bandeja Kg,"R$ 98,89","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Miolo De Alcatra Bovino Reserva Bandeja Kg,"R$ 59,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Picanha Bovina Fatiada Bordon Kg,"R$ 57,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Cupim Embalado Kg,"R$ 42,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Acém Bovino Sem Osso Em Cubos Reserva Bandeja Kg,"R$ 44,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Patinho Bovino Strogonoff Reserva Bandeja Kg,"R$ 54,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Filé Mignon Peça Embalado Kg,"R$ 89,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Patinho Bovino Bife Reserva Bandeja Kg,"R$ 54,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Ponta De Peito Bovino Maturatta Kg,"R$ 42,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Paleta Bovina Moida Reserva Bandeja Kg,"R$ 46,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Acém Bovino Com Osso Reserva Bandeja Kg,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Músculo Bovino Em Cubos Bandeja Kg,"R$ 43,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Coxão Mole Bovino Moído Reserva Bandeja Kg,"R$ 49,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Carne Moída Bovina Acém Friboi Bandeja 500g,"R$ 24,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Paleta Bovina C/ Osso Reserva A Granel Kg,"R$ 29,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Ponta De Peito Bovino Reserva Bandeja Kg,"R$ 37,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Carne Seca Seara Jerked Suíno - 400g,"R$ 13,99","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Patinho Bovino Reserva Peça Kg,"R$ 49,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Coxão Mole Bovino Strogonoff Reserva Bandeja Kg,"R$ 57,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Picanha Bovina Kg,"R$ 79,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Fraldinha Bovina Reserva Peça Kg,"R$ 59,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Miolo De Alcatra Bovina Strogonoff Reserva Bandeja Kg,"R$ 64,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Paleta Bovina Bife Borboleta Reserva Bandeja Kg,"R$ 46,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Coxão Duro Bovino Reserva Bandeja Kg,"R$ 47,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Ponta De Peito Bovina Cubo Sopa Reserva Bandeja Kg,"R$ 44,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Picanha Maturatta Bandeja Kg,"R$ 89,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Lagarto Bovino Reserva Bandeja Kg,"R$ 49,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Maminha Maturatta Kg,"R$ 65,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Paleta Bovina Cubos Reserva Bandeja Kg,"R$ 46,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
Paleta Bovina Peixinho Tradicional Reserva Bandeja Kg,"R$ 49,90","São Vicente
Carnes, Aves E Peixes
Carnes",2025/04/30 11:07
