Nome,Preço,Categoria,Data
Café C/ Leite Melitta Solúvel Lata 200g,"R$ 15,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cápsulas Nespresso Starbucks House Blend Lungo C/ 10 Unid. 57g,"R$ 26,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Leão Chá Verde + Gengibre E Limão Preparo Em Água Gelada Sachê C/ 10 Unid. 20g,"R$ 12,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Em Cápsula Nescafé Lungo Brazil C/ 10 Unid. 44g,"R$ 25,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Natural Life Camomila 50g,"R$ 10,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Misto Frutas Do Bosque Dr. Oetker Aromas & Frutas Caixa 10 Sachês 10g,"R$ 10,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá De Erva Doce Dr. Oetker Caixa C/ 10 Sachês 20g,"R$ 6,25","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Starbucks Pike Place Roast Torrado E Moído Pouch 250g,"R$ 42,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Verde Natural Tea Limão 1l,"R$ 7,25","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Leão Morango + Laranja Preparo Em Água Gelada Caixa C/10 Sachês 23g,"R$ 14,98","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cappuccino Iguaçu Classic Pote 200g,"R$ 14,49","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Leão Erva Doce Caixa C/ 10 Sachês 16g,"R$ 4,89","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
"Chá Em Cápsula Leão Senses Maracujá, Laranja E Gengibre 22g - 10 Unidades","R$ 13,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café L'Or Classique Solúvel - Sachê 40g,"R$ 12,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café L'Or Espresso Intenso/Aveludado Solúvel Em Pó Vidro 100g,"R$ 37,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Misto 6 Ervas Dr. Oetker Caixa C/ 10 Sachês 10g,"R$ 6,29","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cafe Em Capsula Café Do Centro Sul De Minas C/10 50g,"R$ 18,39","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá De Camomila Dr. Oetker Caixa C/ 10 Sachês 10g,"R$ 5,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cápsula De Café Espresso Rituais Orgânico 3 Corações 10 Unid. 80g,"R$ 21,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cappuccino 3 Corações Chocolate Sachê 20g,"R$ 2,59","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Pilão Solúvel Cafeteria Sachê 50g,"R$ 8,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Leão Ice Tea + Limão Preparo Em Água Gelada Caixa C/ 10 Sachês 23g,"R$ 12,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Achocolatado Nescau Em Pó Lata 370g,"R$ 10,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Bebida Láctea Nesquik Morango 180ml,"R$ 3,69","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Maçã E Canela Dr. Oetker Caixa C/ 10 Sachês 10g,"R$ 10,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Orfeu Clássico Torrado E Moído 250g,"R$ 32,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Bom Jesus Tradicional Vacuo 500g,"R$ 34,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Orfeu Intenso Torrado E Moído 250g,"R$ 32,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Orfeu Em Grãos Intenso - 250g,"R$ 32,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Achocolatado Em Pó Toddy Original Pote 200g,"R$ 8,49","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Moraes Tradicional Almofada 500g,"R$ 31,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Caboclo Extra Forte Almofada 500g,"R$ 36,89","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Kombucha Da Cá Cajuína 365ml,"R$ 14,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Leão Morango E Hortelã Para Preparo De Drink Sachê C/ 10 Unid. 20g,"R$ 14,89","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Natural Life Erva Doce 60g,"R$ 9,79","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Misto Favore Se Dr.Oetker Sachê C/ 10 Unid. 10g,"R$ 9,79","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café 3 Corações Solúvel Descafeinado Sachê 40g,"R$ 14,59","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Portinari Notas Frutadas Pouch 3 Corações 250g,"R$ 32,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Em Cápsula Orfeu Bourbon Amarelo Para Máquina Nespresso 50g - 10 Unidades,"R$ 28,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Solúvel Nescafé Gold Espresso Suave Lata 100g,"R$ 32,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cápsulas De Alumínio L'Or Espresso Onyx C/ 10 Unid. 52g,"R$ 19,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Leão Vitaminico Mel + Gengibre + Cúrcuma Sachê C/10 20g,"R$ 14,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Leão Morango Sachê C/ 10 Unid. 20g,"R$ 10,49","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Erva Mate Leão Nativa Chimarrão Vácuo 1kg,"R$ 26,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Em Cápsula Nescafé Espresso Mexico C/ 10 Unid. 44g,"R$ 25,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Em Cápsula Nescafé Lungo Andes C/ 10 Unid. 44g,"R$ 25,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Em Cápsulas Dolce Gusto Nescafé South Asia C/ 10 Unid. 140g,"R$ 25,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café 3 Corações Gourmet À Vácuo 250g,"R$ 30,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cápsulas Dolce Gusto Nescau C/10 Unid. 170g,"R$ 27,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Em Cápsulas Natures Heart Zen Style - 10 Unidades 60g,"R$ 25,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Achocolatado Em Pó Italac Chocky Sachê 700g,"R$ 12,49","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Em Cápsulas Dolce Gusto Espresso Cerrado Mineiro C/ 10 Unid. 60g,"R$ 27,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Em Cápsulas Dolce Gusto Espresso Serras Do Alto Paranaíba C/ 10 Unid. 60g,"R$ 27,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cápsula De Café Espresso Gourmet Dark Roast 3 Corações 10 Unid. 80g,"R$ 21,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Em Cápsula 3 Corações Portinari Notas Frutadas 80g C/ 10 Unid.,"R$ 21,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cápsula De Café Filtrado Gourmet 3 Corações 10 Unid. 75g,"R$ 21,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Bebida Em Cápsulas Dolce Gusto Cappuccino Brigadeiro C/ 10 Unid. 180g,"R$ 27,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Bebida Em Cápsulas Dolce Gusto Sensação C/10 Unid. De 131g,"R$ 27,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cappuccino Iguaçu Chocolate Pote 200g,"R$ 14,49","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Real Limão/Gengibre/Mel Caixa C/ 10 Sachês De 14g,"R$ 5,75","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Real Hortelã Caixa C/ 10 Sachês De 10g,"R$ 3,69","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Misto Cranberry Aromã & Frutas Dr. Oetker Caixa C/ 10 Sachês 10g,"R$ 10,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Natural Life Capim Cidreira 50g,"R$ 5,49","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café C/ Leite Nescafé Lata 300g,"R$ 25,59","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Bebida Em Cápsulas Dolce Gusto Frappe - 10 Unidades 135g,"R$ 27,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Em Cápsulas Dolce Gusto Absolut Origin Brasil C/ 10 Unid. 80g,"R$ 27,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Mate Real Natural Caixa 250g,"R$ 10,49","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Solúvel Nescafé Gold Espresso Equilibrado Sachê 40g,"R$ 9,79","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Leão Hortelã Caixa C/ 25 Sachês 25g,"R$ 8,39","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Com Leite 3 Corações Original - Lata 300g,"R$ 23,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Canecão Tradicional Almofada 250g,"R$ 18,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Matte Leão C/ Limão Caixa C/ 25 Sachês 30g,"R$ 9,39","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café 3 Corações Gourmet Arábica Drip Coffe 11g,"R$ 2,85","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Real Camomila/Mel Caixa C/ 10 Sachês De 14g,"R$ 5,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Natural Life Hortelã 60g,"R$ 5,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Em Cápsulas Três Espresso Rituais Exótico C/ 10 Unid. 80g,"R$ 21,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Em Cápsulas 3 Corações Espresso Mogiana Paulista C/ 10 Unid. 50g,"R$ 21,15","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cápsula De Café Com Leite Latte Macchiato 3 Corações 10 Unid. 110g,"R$ 21,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cappuccino Melitta Chocolate C/ Avela Lata 200ml,"R$ 17,89","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Em Cápsulas 3 Coracões Espresso Peru C/ 10 Unid. 56g,"R$ 21,15","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cappuccino Lor Pemium Baunilha Sachê 20g,"R$ 3,29","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cápsulas De Alumínio Pilão Espresso 10 C/10 Unid. 52g,"R$ 17,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Leão Abacaxi + Hortelã Preparo Em Água Gelada 25g C/ 10 Unid.,"R$ 14,98","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Leão Pêssego Para Preparo De Drink Sachê C/ 10 Unid. 20g,"R$ 14,89","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
"Chá Misto De Maçã, Hibisco, Rosa Silvestre & Amora Chá Leão Caixa 16g 10 Unid.","R$ 14,89","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Oetker Pink Lemonade Preparo Em Água Gelada Sachê C/ 10 Unid. 20g,"R$ 14,79","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café 3 Corações Gourmet Matas De Minas Drip Coffe - 11g,"R$ 2,85","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Leão Relaxa Camomila E Maracujá Caixa C/10 Sachês 16g,"R$ 13,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Leão Hortelã Caixa C/ 10 Sachês 10g,"R$ 3,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Real Erva Doce Caixa C/ 10 Sachês De 15g,"R$ 4,39","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Verde Pet Leão Reequilibra Limão Zero 450ml,"R$ 4,39","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá De Camomila Dr. Oetker Caixa C/ 15 Sachês 15g,"R$ 10,39","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá De Hortelã Dr. Oetker Caixa 15 Sachês 15g,"R$ 10,39","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Leão Erva Cidreira C/ 15 Unid. 15g,"R$ 9,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Verde Tradicional Dr. Oetker Caixa 10 Sachês 17g,"R$ 9,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cappuccino Lor Pemium Caramelo Sachê 20g,"R$ 3,29","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
"Chá Misto Hibisco, Chá Verde, Canela, Pimenta, Morango E Mirtilo Dr. Oetker Caixa 10 Sachês 15g","R$ 9,79","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Com Leite Solúvel 3 Corações Sache 100g,"R$ 8,39","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Real Maçã/Canela Caixa C/ 10 Sachês De 15g,"R$ 7,29","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Matte Leão Original Caixa 100g,"R$ 7,65","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Verde Magro Cranberry Sachê 8g,"R$ 3,49","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cappuccino Lor Pemium Chocolate Sachê 20g,"R$ 3,29","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá De Boldo Dr. Oetker Caixa C/ 10 Sachês 10g,"R$ 5,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Matte Leão Original Caixa C/ 10 Sachês 16g,"R$ 5,19","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Real Melissa Caixa C/ 10 Sachês De 8g,"R$ 5,75","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cappuccino 3 Corações Classic Sachê 20g,"R$ 2,59","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Real Camomila Caixa C/ 10 Sachês De 10g,"R$ 4,49","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Individual 3 Corações Portinari Peneirando Café 1957 Drip Coffee 10g,"R$ 2,75","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Individual 3 Corações Tradicional Drip Coffee 10g,"R$ 2,85","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café 3 Corações Rituais Exóticos Drip Coffee 12g,"R$ 2,29","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cappuccino 3 Corações Descafeinado Pote 200g,"R$ 23,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cápsula De Café Espresso Star Wars Darth Vader 3 Corações 10 Unid. 80g,"R$ 21,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Em Cápsula Lor Ristretto Espresso Passione Rossa Com 10 Uni 52g,"R$ 19,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Em Cápsula Pilão Cafeteria Especialidades Espresso Clássico 9 Com 10 Uni 52g,"R$ 17,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cápsula Chocolatto Caramello 3 Corações 10 Unid. 105g,"R$ 21,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cápsulas Três Corações Chai Latte C/10 Unid. 105g,"R$ 21,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
"Bebida Em Cápsulas Starbucks Caramel Macchiato Com 10 Cápsulas 106,5g","R$ 26,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Pilão Extra Forte Zip 500g,"R$ 37,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Erva Mate Laranjeiras Curupira Gelado 500g,"R$ 19,59","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Starbucks Colômbia Torrado E Moído Pouch 250g,"R$ 42,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cápsulas Astro Café Ristretto C/ 10 Unid. 50g,"R$ 23,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Leão Camomila C/ 15 Unid. 15g,"R$ 9,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café 3 Corações Premium Forza Intensidade Máxima Torrado E Moído Pouch 250g,"R$ 29,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Leão Hortelã 15 Unid. 15g,"R$ 9,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cappuccino Melitta De Chocolate Lata 200g,"R$ 17,89","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Em Cápsulas 3 Corações Espresso Intenso 50g - 10 Unidades,"R$ 21,15","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Bebida Em Cápsulas Dolce Gusto Au Lait Desnatado - 10 Unidades 100g,"R$ 23,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Melitta Regiões Brasileiras Terras Capixabas Pouch 250g,"R$ 32,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cappuccino Café Brasileiro Tradicional Pote 200g,"R$ 14,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Matte Leão Original Caixa C/ 15 Sachês 24g,"R$ 8,49","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Dr. Oetker Sonhe Mais 10 Sachês 15g,"R$ 10,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
"Chá Misto Sorria+ Cidreira, Camomila E Lavanda Dr Oetker Com 10 Sachês 12g","R$ 10,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Com Leite Café Brasileiro Lata 300g,"R$ 18,49","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Cápsula De Café Espresso Star Wars Mestre Yoda 3 Corações 10 Unid. 80g,"R$ 21,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Orfeu Clássico Drip Coffee Com 10 Unidades - 100g,"R$ 39,49","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Em Cápsula Lor Espresso Brasil Com 10 Unidades 52g,"R$ 19,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
"Chá Twinings Laranja, Manga E Canela Sachê Com 10 Un 18g","R$ 18,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
"Café Em Cápsulas Starbucks House Blend Americano Dolce Gusto Caixa 85g C/ 10 Unid. De 8,5g","R$ 26,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
"Chá Misto Chá Verde, Gengibre, Abacaxi E Hortelã Dr. Oetker Caixa 10 Sachês 15g","R$ 9,79","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Torrado E Moído Nescafé São Sebastiao Do Paraíso Lata 250g,"R$ 28,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Leão Chá Mate + Groselha Negra Preparo Em Água Gelada Sachê C/ 10 Unid. 25g,"R$ 12,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Leão Maça E Canela Sachê C/ 10 Unid. 20g,"R$ 14,89","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Do Ponto Tradicional Vácuo - 500g,"R$ 43,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Em Cápsulas De Alumínio Melitta Lungo Intenso 53g - 10 Unidades,"R$ 23,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Soluvel Nescafé Gold Espresso Intenso - Lata 100g,"R$ 32,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Kisabor Capim Cidreira Caixa C/ 10 Sachês 10g,"R$ 4,49","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café Lor Cerrado Gourmet Último Torrado E Moído 250g,"R$ 31,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Chá Misto Silvestre Dr. Oetker Flores E Frutas Caixa 15 Sachês 30g,"R$ 21,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Erva Mate Laranjeiras Limão Gelado 500g,"R$ 13,99","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
"Café Em Caps Nescafé Espresso, Intenso E Doppio C/ 10 Unid. Grátis 1xícara","R$ 69,90","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
Café União Gourmet Cerrado Mineiro Pouch 250g,"R$ 25,89","São Vicente
Mercearia
Cafés, Chás E Achocolatados",2025/04/30 11:07
